Judul,penulis,dosen_pembimbing_1,dosen_pembimbing_2,abstrak
"PENGARUH MODEL PEMBELAJARAN CREATIVE PROBLEM SOLVING (CPS) TERHADAP HASIL BELAJAR KOGNITIF SISWA PADA MATERI PROTOKOL JARINGAN DI SMKS AL-HIKAM BANGKALAN
",Penulis : Vidy Shagarudin,"Dosen Pembimbing I : Puji Rahayu Ningsih, S.Pd., M.Pd.","Dosen Pembimbing II :Sigit Dwi Saputro, S.Pd., M.Pd.","Abstrak
Shagarudin, Vidy. 2017. Pengaruh Model Pembelajaran Creative Problem Solving (CPS) Terhadap Hasil Belajar Kognitif Siswa Pada Materi Protokol Jaringan Di SMKS Al-Hikam Bangkalan. Skripsi, Program Studi Pendidikan Informatika, Program Sarjana Universitas Trunojoyo Madura. Pembimbing : (I) Puji Rahayu Ningsih, S.Pd., M.Pd., dan (II) Sigit Dwi Saputro, S.Pd., M.Pd.
Kata-kata Kunci : pendidikan, model pembelajaran creative problem solving, protokol jaringan.
Penelitian ini bertujuan untuk mengetahui pengaruh model pembelajaran Creative Problem Solving (CPS) terhadap hasil belajar pada materi protokol jaringan kelas X TKJ materi  Protokol Jaringan di SMKS AL-Hikam Bangkalan.
Penelitian ini mengunakan metode penelitian kuantitatif dengan jenis penelitian Quasi Eksperimental Design. Desain yang digunakan dalam penelitian ini adalah Non equivalent Control Grup Design.
Penelitian menemukan bahwa : (1) Hasil perhitungan regresi linier sederhana pada data setelah perlakuan (postest) diperoleh persamaan regresi Y ? = 46,142 + 0,7062X dengan nilai korelasi sebesar 0,819 dimana thitung sebesar 7,549 lebih dari ttabel sebesar 2,048, dengan demikian Ho ditolak. Oleh karena thitung berada pada daerah penolakan Ho positif, maka dapat disimpulkan terdapat pengaruh positif yang signifikan model creative problem solving terhadap hasil belajar siswa pada materi protokol jaringan; (2) Hasil analisis keterlaksaan pembelajaran ditinjau dari aktivitas guru pada pertemuan pertama terlaksana sebanyak 19 dan 3 tidak terlaksana dengan nilai presentase sebesar 86,3% dengan kategori baik. Pada pertemuan kedua dari 24 kegiatan pembelajaran 23 terlaksana dan 1 tidak terlaksana dengan nilai presentase sebesar 95,8% dengan kategori sangat baik. Sedangkan keterlaksanaan pembelajaran ditinjau dari aktivitas siswa pada pertemuan pertama secara klasikal menunjukan angka sebesar 77,33% dan pada pertemuan kedua secara klasikal diperoleh nilai sebesar 77,33%, dari pertemuan pertama dan kedua termasuk dalam kategori sangan baik.
"
PENGARUH METODE PEMBELAJARAN SIMULASI TERHADAP HASIL BELAJAR KOGNITIF SISWA KELAS X MATERI INSTALASI SISTEM OPERASI DI SMK NEGERI 1 AROSBAYA BANGKALAN,Penulis : ARIEF JUNEDY,"Dosen Pembimbing I : ARIESTA KARTIKA SARI, S.Si., M.Pd","Dosen Pembimbing II :SIGIT DWI SAPUTRO, S.Pd., M.Pd","Kata Kunci: Metode Simulasi, Hasil Belajar, Instalasi Sistem Operasi.
Penelitian ini bertujuan untuk mengetahui pengaruh metode pembelajaran simulasi terhadap hasil belajar kognitif siswa materi instalasi sistem operasi kelas X TKJ SMK Negeri 1 Arosbaya Bangkalan. Penelitian ini menggunakan metode kuantitatif dengan desain penelitian Quasi Experimental jenis Nonequivalent Control Group Design. Sampel yang digunakan dalam penelitian ini sebanyak 25 siswa dengan menggunakan teknik sampling jenuh. Pengumpulan data menggunakan instrumen tes hasil belajar siswa, lembar observasi aktivitas guru dan aktivitas siswa. Hasil Penelitian menunjukkan bahwa rata-rata pretest dan posttest kelas eksperimen yaitu 50,78 dan 75,8 sedangkan pada kelas kontrol memperoleh 49,47 dan 73,94. Hasil perhitungan regresi linier sederhana data setelah diberi perlakuan diperoleh persamaan regresi Y = 44.70 + 0.656.X dengan nilai korelasi r = 0,924, maka metode pembelajaran simulasi berhubungan positif terhadap hasil belajar siswa. Berdasarkan temuan hasil penelitian adanya pengaruh penggunaan metode simulasi terhadap hasil belajar siswa materi instalasi sistem operasi. Hal ini ditunjukkan dari hasil uji hipotesis diperoleh nilai thitung = 11, 642 > ttabel  = 2,068,  maka Ho ditolak, artinya terdapat pengaruh yang signifikan pada metode pembelajaran simulasi terhadap hasil belajar kognitif siswa. Hasil observasi aktivitas guru secara persentase memperoleh rata-rata 86,95% dengan kategori tinggi dan hasil observasi aktivitas siswa secara persentase memperoleh rata-rata 2,34 dengan kategori baik. Dari penelitian ini dapat disimpulkan bahwa metode pembelajaran simulasi berpengaruh terhadap hasil belajar siswa.
"
Pengaruh Pembelajaran Menggunakan Media Aplikasi Cisco IT Essential Virtual Desktop dalam Mata Pelajaran Perakitan Komputer Terhadap Hasil Belajar Siswa SMA Khairul Ulum,Penulis : Walid Sidik,"Dosen Pembimbing I : Wanda Ramansyah, S.Pd., M.Pd","Dosen Pembimbing II :Muchamad Arif, S.Pd., M.Pd","Walid, Sidik, 2018. Media Aplikasi Cisco IT Essential Virtual Desktop Dalam Mata Pelajaran Perakitan Komputer Terhadap Hasil Belajar Siswa SMA Khairul Ulum, Sikripsi. Program Studi Pendidikan Informatika. Fakultas Ilmu Pendidikan. Universitas Trunojoyo Madura. Dosen Pembimbing: (1) Wanda Ramansyah, S.Pd., M.Pd. dan (2) Muchamad Arif, S.Pd, M.Pd.

Kata Kunci: Hasil Belajar, Media Aplikasi Cisco IT Essential Virtual Desktop.
Permasalahan  belajar siswa pada mata pelajaran Perakitan Komputer yaitu terbatasnya PC sehingga mengganggu proses pembelajaran. Sehingga motivasi siswa dalam mengikuti proses pembelajaran menurun dan berdampak pada pemahaman siswa terhadap materi pembelajaran. Karena tersedianya sarana pembelajaran sangat berpengaruh terhadap hasil belajar siswa.
Dalam penelitian ini penggunaan media aplikasi bisa menjadi solusi dalam permasalahan kurangnya pemahaman siswa, dalam pembelajaran perakitan komputer di SMA Khairul Ulum. Tujuan dilakukannya penelitian ini adalah untuk mengetahui pengaruh media aplikasi Cisco IT Essential Virtual Desktop terhadap hasil belajar siswa dalam mata pelajaran perakitan komputer. Penelitian ini merupakan penelitian kuantitatif menggunakan Quasi Experimental Design dengan desain penelitian Nonequivalent Control Group Design. Penelitian dilakukan di SMA Khairul Ulum dengan sampel yang digunakan sampel jenuh, dimana semua anggota populasi dijadikan sampel yaitu kelas X-B IPS sebagai kelas eksperimen dan kelas X-A IPA sebagai kelas kontrol. Instrumen yang digunakan adalah soal tes hasil belajar yang  berupa pretest dan postest, lembar angket respon siswa. Tes menggunakan uji signifikan diperoleh thitung sebesar 14.413 dan ttabel sebesar 2,059,sehingga thitung lebih besar dari ttabel dapat dinyatakan bahwa Ho ditolak dan Ha diterima. Kesimpulan dari penilitian ini ada pengaruh media aplikasi Cisco IT Essential Virtual Desktop.
"
Pengembangan Sistem Informasi Perpustakaan Berbasis Java Graphical User Interface di SMP Negeri 1 Sumenep,Penulis : Ahfaz Bactiar Febliama,"Dosen Pembimbing I : Dr. Indah Agustien S, S.Kom., M.Kom.","Dosen Pembimbing II :Medika Risnasari, S.ST., M.T","Pengembangan Sistem Informasi Perpustakaan berbasis Java Graphical User Interface merupakan program aplikasi perpustakaan yang dilatar belakangi oleh banyaknya buku perpustakaan membuat pustakawan dan siswa kesulitan mengorganisir buku, dengan adanya program aplikasi ini akan mempermudah kinerja pustakawan dalam mengolah sebuah buku atau mempermudah penggunaan siswa dalam mencari atau sekedar membaca buku di perpustakaan sekolah. Oleh karena itu, diperlukan sebuah sistem informasi perpustakaan untuk menunjang pembelajaran siswa khususnya dalam membaca di perpustakaan sekolah. Model dalam pengembangan ini menggunakan model pengembangan yang digunakan untuk mengembangkan dan menguji keefektifan dari produk sistem tersebut. Prosedur pengembangan mengikuti model waterfall, instrumen dalam pengembangan ini menggunakan kuesioner dan wawancara tidak terstruktur. Teknik analisis data yang digunakan adalah teknik deskriptif kuantitatif. Hasil penelitian pengembangan sistem informasi  dari penilaian ahli sistem sebesar 80%. Penilaian uji coba perorangan sebesar 86%, penilaian uji coba kelompok kecil 87%, dan penilaian uji kelompok besar sebesar 87%. Hasil tersebut menunjukan bahwa Sistem Informasi Perpustakaan berbasis Java Graphical User Interface di SMP 1 Sumenep dapat digunakan sebagai sistem informasi perpustakaan Sekolah. 

Kata Kunci:  Pengembangan, Sistem Informasi Perpustakaan, Java Graphical User Interface, Neatbean. "
Pengembangan Media Pembelajaran Multimedia Interaktif Menggunakan Unity Pada Materi TCP/IP Kelas XI TKJ Di SMKS Agung Mulia Bangkalan,Penulis : Mufarrikoh,"Dosen Pembimbing I : Koko Joni, S.T., M.Eng.","Dosen Pembimbing II :Wanda Ramansyah, S.Pd., M.Pd","
Pembelajaran jaringan dasar materi TCP/IP lebih terfokus pada kegiatan praktik, sedangkan pemahaman siswa terhadap materi kurang. Keterbatasan buku panduan seperti buku cetak atau modul berbanding terbalik dengan lengkapnya fasilitas komputer yang disediakan sekolah, namun fasiltas ini belum dimanfaatkan dengan baik oleh siswa. Diperlukan suatu inovasi  untuk membantu pemahaman siswa terhadap materi. Inovasi yang dapat dilakukan yaitu mengembangkan media pembelajaran multimedia interaktif menggunakan unity pada materi TCP/IP.
Penelitian ini bertujuan untuk mengembangkan media pembelajaran multimedia interaktif menggunakan unity pada materi TCP/IP dan diuji kelayakannya. Selain itu, penelitian ini bertujuan untuk mengetahui respon siswa setelah menggunakan media pembelajaran multimedia interaktif menggunakan unity pada materi TCP/IP. 
Model penelitian dan pengembangan yang digunakan adalah model ADDIE (Analysis, Design, Development, Implementation dan Evaluations). Penelitian ini dilakukan di SMKS Agung Mulia Bangkalan. Siswa kelas XI TKJ di SMKS Agung Mulia digunakan sebagai subjek di penelitian ini. Terdapat dua teknik analisa data yaitu analisis deskriptif kualitatif dan analisis statistik deskriptif. Instrumen penelitian yang digunakan adalah angket. 
Hasil persentase yang diperoleh  dari ahli materi sebesar 87% dengan kualifikasi layak. Hasil persentase dari ahli media adalah sebesar 76% dengan kualifikasilayak. Persentase yang diperoleh dari uji coba perorangan adalah sebesar 89% dengan kualifikasi sangat layak. Sedangkan hasil persentase yang diperoleh dari uji coba kelompok kecil adalah sebesar 83% dengan kualifikasi layak dan hasil persentase uji coba kelompok besar alah sebesar 81% dengan kualifikasi layak. Berdasarkan hasil persentase dari ahli media, ahli materi uji coba perorangan, uji coba kelompok kecil dan uji coba kelompok besar menunjukkan bahwa media pembelajaran multimedia interaktif menggunakan unity pada materi TCP/IP layak digunakan tanpa revisi."
Pengaruh Strategi CTL (Contextual Teaching And Learning) Menggunakan Metode Pembelajaran Eksperimen Terhadap Hasil Belajar Siswa Kelas X Dalam Mata Pelajaran Perakitan Komputer,Penulis : Mashudi,"Dosen Pembimbing I : Wanda Ramansyah, S.Pd.,M.pd","Dosen Pembimbing II :Puji Rahayu Ningsih, S.Pd.,M.pd","Penelitian ini merupakan penelitian kuantitatif dengan menggunakan Strategi CTL (Contextual Teaching and Learning) Menggunakan Metode Pembelajaran Eksperimen. Penelitian ini dilaksanakan pada kelas X SMKN 1 Arosbaya. Penelitian ini bertujuan untuk mengetahui pengaruh Strategi CTL (Contextual Teaching and Learning) Menggunakan Pembelajaran Metode Eksperimen terhadap hasil belajar siswa pada pelajaran perakitan komputer. Teknik pengumpulan data dilakukan dengan tes evaluasi. Hasil penelitian menunjukkan hasil validasi, 1) persentase rata-rata validasi tes hasil belajar yaitu  dan persentase rata-rata hasil validasi RPP yaitu 90% sehingga dapat disumplkan perangkat pembelajaran sangat layak digunakan, 2) Ada pengaruh pembelajaran terhadapi hasil belajar siswa berdasarkan hasil perhitungan uji t, maka diperoleh nilai thitung sebesar 2,873 dengan ttabel= 2,074 Denngan thitung dan ttabel diperoleh thitung ? ttabel, berarti H0 ditolak dan Ha diterima. Menunjukkan pembelajaran menggunakan Strategi CTL (Contextual Teaching and Learning) dengan Menggunakan Metode Pembelajaran Eksperimen pada pelajaran perakitan komputer memberikan pengaruh yang signifikan terhadap hasil belajar siswa kelas XI TKJ. Tingkat ketuntasan siswa di kelas eksperimen yaitu 95%, sedangkan di kelas kontrol yaitu 85%. dapat disimpulkan bahwa siswa kelas eksperimen lebih aktif dan antusias dalam melakukan pembelajaran. Hasil belajar kelas eksperimen lebih baik dibandingkan kelas kontrol. Selisih rata-rata nilai kelas eksperimen dan kontrol memiliki selisih 10%."
Pengembangan MOOC (Massive Open Online Course) Materi Setting Jaringan Menggunakan Mikrotik,Penulis : Eni Nur Aini,"Dosen Pembimbing I : Wahyudi Agustiono, Ph.D","Dosen Pembimbing II :Muchamad Arif, S.Pd.,M.Pd","Penelitian ini bertujuan untuk mengembangkan dan menganalisis kelayakan media MOOC (Massive Open Online Course) materi setting jaringan menggunakan Mikrotik. Media ini dibuat khusus untuk siswa kelas XII SMK jurusan Teknik Komputer Jaringan Sekolah Menengah Kejuruan Agung Mulia, Socah, KabupatenBangkalan. Media ini adalah media berbasis web yang dibuat menggunakanframework Bootstrap, database MySQL dan text editor Notepad++. Penelitian ini menggunakan model ADDIE. Analisis media dilakukan dalam beberapa tahapan, yakni uji ahli materi, uji ahli media, uji fungsionalitas (black box testing), uji coba perorangan, uji coba kelompok kecil dan uji coba kelompok besar. Subjek uji coba dalam penelitian ini berjumlah 42 siswa, dengan pembagian 3 siswa untuk uji coba perorangan, 9 siswa untuk uji coba kelompok kecil dan 30 siswa untuk uji coba kelompok besar. Hasil penelitian menunjukkan bahwa media yang dikembangkan layak digunakan dengan rata-rata prosentase uji coba perorangan 90%, uji coba kelompok kecil 88% dan uji coba kelompok besar sebanyak 91%. 

Kata Kunci : MOOC, Mikrotik, Sekolah Menengah Kejuruan, Black Box Testing
"
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN INTERAKTIF BERBASIS ANDROID MATA PELAJARAN PEMROGRAMAN WEB DASAR UNTUK SISWA SMK NEGERI 1 LABANG,Penulis : Maringan Tua Sinabutar,"Dosen Pembimbing I : Wahyudi Agustiono, S.Kom., M.Sc., Ph.D","Dosen Pembimbing II :Wanda Ramansyah, S.Pd., M.Pd","T Sinabutar, Maringan. 2018. Pengembangan Multimedia Pembelajaran Interaktif Berbasis Android Mata Pelajaran Pemrograman Web Dasar Untuk Siswa SMK Negeri 1 Labang. Skripsi, Program Studi Pendidikan Informatika, Fakultas Ilmu Pendidikan, Universitas Trunojoyo Madura. 
Pembimbing : (I) Wahyudi Agustiono, S.Kom., M.Sc., Ph.D dan (II) Wanda Ramansyah, S.Pd., M.Pd.


Pemrograman web dasar materi pembuatan web sederhana disajikan oleh pendidik SMK N 1 Labang dengan mengunakan metode ceramah, buku teks dan e-book tanpa mengembangkan media pembelajaran yang kreatif dan inovatif. Maka dari itu peneliti mengembangkan multimedia pembelajaran interaktif berbasis android sebagai media pembelajaran di SMK Negeri 1 Labang. Selain itu guna mengetahui kualitas dan respon siswa terhadap multimedia pembelajaran pemrograman web dasar berbasis android untuk materi pembuatan web sederhana.
Model penelitian pengembangan yang digunakan adalah model Kemp & Dayton  Ide, Tujuan Khusus pembelajaran, Karakteristik siswa, isi materi (content outline), treatment, developing, editing, and mixing dan testing and revising. Terdapat dua teknik analisis data yaitu analisis deskriptif kualitatif dan statistik deskriptif, sedangkan instrument penelitian yang digunakan adalah angket yang meliputi aspek efektivitas, efisiensi dan daya tarik.
Hasil penelitian yang diperoleh dari ahli isi/materi dihasilkan persentase sebesar 95% dengan klasifikasi pencapaian âSangat Baik, Tidak Perlu Revisiâ. Hasil persentase ahli media sebesar 85%, klasifikasi pencapaian âBaik, Perlu Revisiâ. Sedangkan hasil persentase uji coba kelompok kecil sebesar 85,7%, klasifikasi pencapaian âBaik, Perlu Revisiâ dan uji coba kelompok besar 85,3% klasifikasi âBaik, Perlu Revisiâ. Berdasarkan hasil persentase dari ahli isi/materi, ahli media, uji coba kelompok kecil dan kelompok besar maka mendapatkan kesimpulan bahwa multimedia pembelajaran pemrograman web dasar ditinjau dari aspek efektivitas, efisiensi dan daya tarik layak digunakan dengan terlebih dahulu dilakukan revisi berdasarkan komentar dan saran angket.

Kata-kata Kunci: Multimedia Pembelajaran, Tutorial Media Pembelajaran, Pemrograman Web Dasar, Kemp & Dayton.
"
"Pengembangan sistem informasi manajemen bimbingan dan konseling berbasis android di smkn 1 badegan ponorogo
",Penulis : Ari Widayat,"Dosen Pembimbing I : Medika Risnasari, S.ST., M.T.","Dosen Pembimbing II :Sigit Dwi Saputro, S.Pd., M.Pd.","Bimbingan dan konseling di sekolah merupakan suatu bantuan yang diberikan oleh konselor (guru) kepada konseli (siswa) agar mampu menyelesaikan masalah yang dihadapi dan mampu mengembangkan potensi yang dimiliki. Akan tetapi di beberapa sekolah bimbingan dan konseling tidak dapat berjalan maksimal disebabkan kuurangnya pemanfaatan teknologi informasi.
Penelitian ini bertujuan untuk mengembangkan sistem informasi manajemen bimbingan dan konselling di SMKN 1 Badegan Ponorogo guna membantu agar  proses bimbingan dan konselliing dapat berjalan dengan efektif. Proses bimbingan yang awalnya hanya dilakukan oleh siswa dan guru dengan cara bertatap muka langsung sekarang dapat dilakukan dengan bantuan aplikasi android. Selain itu aplikasi ini juga berfungsi untuk memonitoring perilaku siswa dengan pemberian skor reward dan punishment. Penelitian ini menggunakan metode SDLC waterfall. Metode ini memiliki lima tahapan yaitu: (1) perencanan sistem, (2) analis sistem, (3) desain sistem, (4) implementasi sistem, dan (6) pemeliharaan sistem. Hasil penelitian diperoleh: uji ahli sistem informasi dengan kualifikasi âtinggiâ, ahli materi/isi dengan prosentase 90% dengan kualifikasi âsangat tinggiâ, uji pengguna didapat prosentase 81,92% dengan kualifikasi âsangat tinnggiâ.
Peneliti menyarankan: (1) Produk sistem informasi bimbingan dan konseling SMKN 1 Badegan di-publish ke playstore, (2) dikembangkan fitur chatting di dalam aplikasi, (3) diintegrasikan dengan basis data terpadu sekolah. 
"
PENGEMBANGAN MEDIA PEMBELAJARAN PENGENALAN HARDWARE KOMPUTER MENGGUNAKAN TEKNOLOGI AUGMENTED REALITY BERBASIS UNITY UNTUK SISWA KELAS X TKJ SMK,Penulis : Sumiatun,"Dosen Pembimbing I : Arik Kurniawati, S.Kom., M.T","Dosen Pembimbing II :Sigit Dwi Saputro, S.Pd., M.Pd","ABSTRAK


Sumiatun. 2018 Pengembangan Media Pembelajaran Pengenalan Hardware Komputer Menggunakan Teknologi Augmented Reality Berbasis Unity Untuk Siswa Kelas X Tkj Smk
 Skripsi, Pendidikan Informatika, Universitas Trunojoyo Madura.

Pembimbing: (I) Arik Kurniawati, S.Kom, M.T., dan (II) Sigit Dwi Saputro, S.Pd., M.Pd.

Kata Kunci: Media Pembelajaran, Augmented Reality, unity, Pengenalan Hardware

Materi pengenalan perangkat keras komputer merupakan materi yang membahas tentang pengenalan perangkat keras yang merupakan komponen penyusun komputer. Maka untuk mempelajari materi pengenalan perangkat komputer siswa dituntut untuk memiliki kemampuan menghafal dengan baik.

Penelitian ini bertujuan untuk mengembangkan media pembelajaran tentang pengenalan perangkat keras komputer yang berupa augmented reality berbasis android untuk membantu siswa dalam memahami bagaimana bentuk nyata perangkat keras komputer pada materi pengenalan perangkat keras komputer

Penelitian ini dilakukan menggunakan metode penelitian pengembangan ADDIE (Analysis, Design, Development, Implementation, Evaluation). Penelitian dilakukan melalui 5 tahap uji coba untuk memperoleh nilai efektivitas, efisiensi, dan daya tarik produk. Pertama uji coba ahli materi, kedua uji coba ahli media, ketiga uji coba kelompok kecil, keempat uji coba kelompok besar. 

Hasil penelitian menunjukkan bahwa nilai yang diperoleh game edukasi dari : (1) Ahli materi mendapatkan nilai 80% dengan kualifikasiâtinggiâ, (2) Ahli media diperoleh nilai 78,33% dengan kualifikasi âtinggiâ, (3) uji coba siswa kelompok kecil diperoleh nilai 85,9% dengan kualifikasi âtinggiâ, (4) uji coba siswa kelompok besar diperoleh nilai 86,2% dengan kualifikasi âtinggiâ. Dengan demikian augmented reality perangkat keras komputer yang dikembangkan ini memiliki nilai efektifitas, efisiensi, dan daya tarik yang tinggi sebagai media pembelajaran pengenalan hardware komputer.
"
